timestamp_raw,consent,captcha_code,language_question,rank_statement_7,explanation_statement_7,rank_statement_8,explanation_statement_8,rank_statement_9,explanation_statement_9,rank_statement_10,explanation_statement_10,rank_statement_11,explanation_statement_11,rank_statement_12,explanation_statement_12,mturk_ID_consent,mturk_ID,feedback
2020/11/24 3:04:49 pm EET,Yes,CJX0A6,giggle,4,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,2,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,3,I do not endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,2,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,3,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,5,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,A3NXT3OVGL7QNR,"This is quite an odd, unique survey. I liked it. Thank you."
2020/11/24 5:12:30 pm EET,Yes,CJX0A6,giggle,1,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,2,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,4,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,1,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,2,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,5,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,ACJ6NSCIWMUZI,"Thanks, this was a fun hit.  Everything worked fine."
2020/11/24 5:13:14 pm EET,Yes,CJX0A6,giggle,4,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,5,I do endorse the statement that Liam F is a computer science student. I do endorse the statement that Liam F is a hacker.,3,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,3,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,3,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,3,I do endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,A1WX06MCBUD03C,NICE QUESTIONS
2020/11/24 5:16:36 pm EET,Yes,CJX0A6,giggle,4,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,1,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,4,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,2,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,2,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,5,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,A1VMPZVVVZUCS4,n/a
2020/11/24 5:16:54 pm EET,Yes,CJX0A6,giggle,3,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.;I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.;I do not endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,5,I do endorse the statement that Liam F is a computer science student. I do endorse the statement that Liam F is a hacker.,4,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,3,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,4,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.;I do not endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,4,I do endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,A2XMX4EJ5YZRII,n/a
2020/11/24 5:20:23 pm EET,Yes,CJX0A6,giggle,2,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,1,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,2,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,1,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,4,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,5,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,AA8PZKO9XGCKO,NA
2020/11/24 5:21:08 pm EET,Yes,CJX0A6,giggle,4,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,5,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,4,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,4,I do endorse the statement that Harold C is an office manager. I do endorse the statement that Harold C does have a short temper.,4,I do not endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,3,I do endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,A2B51YRG203F5T,Nothing
2020/11/24 5:21:29 pm EET,Yes,CJX0A6,giggle,2,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,1,I do not endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,2,I do not endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,3,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,4,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,5,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,A2V27A9GZA1NR2,Loved it. Would like to do more ! :)
2020/11/24 5:22:00 pm EET,Yes,CJX0A6,giggle,3,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,2,I do not endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,5,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,5,I do not endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,5,I do not endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,5,I do endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,A18T7E73TNGOKP,NA
2020/11/24 5:22:48 pm EET,Yes,CJX0A6,giggle,2,I do not endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,1,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,4,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,4,I do not endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,4,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,4,I do not endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,A2B4GWF7MF7AOB,NA
2020/11/24 5:23:07 pm EET,Yes,CJX0A6,giggle,2,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,1,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,2,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,1,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,1,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,5,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,A15VCKELIEEPJN,These seemed like logic questions but I couldn't remember the rules from college.
2020/11/24 5:23:48 pm EET,Yes,CJX0A6,funny giggle,1,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,1,I do endorse the statement that Liam F is a computer science student. I do endorse the statement that Liam F is a hacker.,5,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,1,I do not endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,4,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,5,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,AMHUDJ44HF1ZH,none
2020/11/24 5:25:50 pm EET,Yes,CJX0A6,giggle,2,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,1,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,2,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,2,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,4,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,5,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,A2CF2BD4Q0ZDJN,None
2020/11/24 5:42:29 pm EET,Yes,CJX0A6,giggle,2,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,1,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,2,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,2,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,3,I do not endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,4,I do endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,A296WX3QFEK7A0,none
2020/11/24 5:43:25 pm EET,Yes,CJX0A6,giggle,3,I do not endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,2,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,3,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,2,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,3,I do not endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,3,I do not endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,A3GK90X2QOFR53,none
2020/11/24 5:46:06 pm EET,Yes,CJX0A6,giggle,2,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,1,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,3,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,1,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,2,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,5,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,A1DD23J1WBGQUU,Thank you!
2020/11/24 5:48:53 pm EET,Yes,CJX0A6,giggle,4,I do not endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,2,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,2,I do not endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,2,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,4,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,1,I do not endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,A2Y9SG2V1R66V0,No Comment
2020/11/24 5:54:05 pm EET,Yes,CJX0A6,giggle,4,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,1,I do endorse the statement that Liam F is a computer science student. I do endorse the statement that Liam F is a hacker.,5,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,2,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,4,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,5,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,A2CHDWKAYZ3P3E,na
2020/11/24 6:04:57 pm EET,Yes,CJX0A6,giggle,4,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,3,I do not endorse the statement that Liam F is a computer science student. I do endorse the statement that Liam F is a hacker.,4,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,4,I do endorse the statement that Harold C is an office manager. I do endorse the statement that Harold C does have a short temper.,2,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,4,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,AROUPPNOA783R,none
2020/11/24 6:04:59 pm EET,Yes,CJX0A6,giggle,5,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,1,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,2,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,2,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,1,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,5,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,A1TLNLB9D87H6,This was fun and short. Thank you for a nice experiment and the pay.
